"player","white_games","black_games","total"
"adityakings_94389","1","2","3"
"Afrimiii","2","1","3"
"aiChess2011","2","1","3"
"AK_MUC","1","2","3"
"Alania-2023","1","2","3"
"AlexYu1976","2","1","3"
"Ali-22s","2","1","3"
"alirezaalfi","2","1","3"
"AllEyezzOnMe0101","2","1","3"
"amadeusdg","1","2","3"
"aposazhennikov","1","2","3"
"Arian_Shamlu1391","2","1","3"
"Arjun-PCC","1","2","3"
"arrison","1","2","3"
"Artaeushaniv_2511","1","2","3"
"Artem985656","2","1","3"
"axelg69","2","1","3"
"ayush7070","2","1","3"
"AzeVishnya","2","1","3"
"Batsulin_Mihail","2","1","3"
"Belgium13","2","1","3"
"Bierkules123","2","1","3"
"bigr_btr","1","2","3"
"BogdanKoliasa","2","1","3"
"Botfinity","1","2","3"
"BracekYoutuber","2","1","3"
"Brayan_76","2","1","3"
"C-6YXTbI-6APAXTbI","1","2","3"
"chess-player-oguzhan","1","2","3"
"Chess39600","1","2","3"
"Chessboardbreaker","1","2","3"
"chessSPK","2","1","3"
"ColourlessQuasar","2","1","3"
"Comet12jan","2","1","3"
"CristianoRonaldo_Jr","1","2","3"
"Dalelcbr","1","2","3"
"Damaged-Lungs","2","1","3"
"DaniilK_v","1","2","3"
"DanSo2534","2","1","3"
"dema2015","2","1","3"
"Depal","1","2","3"
"Dimon2","1","2","3"
"dinamovec","1","2","3"
"dntbe2SIRIUS","2","1","3"
"dong_liu","1","2","3"
"DonWildCherry","1","2","3"
"Dr-Ukrop","1","2","3"
"DrDaRkDrAkO","1","2","3"
"dupu207","2","1","3"
"EAMM98","2","1","3"
"EgOREgoR200","2","1","3"
"elakinomutuy","1","2","3"
"Elliottgull","2","1","3"
"elMaster-1239021","1","2","3"
"elo2000pls","2","1","3"
"Enzogil123","1","2","3"
"epsylon09","1","2","3"
"Erdem023","2","1","3"
"Ethan1005","2","1","3"
"Ethan262013","2","1","3"
"eversito","1","2","3"
"Failmen","1","2","3"
"FciWally","2","1","3"
"Fele007","1","2","3"
"fghnbv3456743","2","1","3"
"Fiestyloko","2","1","3"
"fillapukhin666","2","1","3"
"Fominykh_Dmitriy","1","2","3"
"frdlt","2","1","3"
"G_M_NRS","1","2","3"
"Gertfried","2","1","3"
"GHMTVlogs","2","1","3"
"Godswillfoster","1","2","3"
"GUCUMUCUMAMI","2","1","3"
"hamed_br","2","1","3"
"Happy_Duck12","2","1","3"
"hinkie","2","1","3"
"iamabeast123","2","1","3"
"IAmMateCheckMate","2","1","3"
"idjano2023","2","1","3"
"iHadi92","1","2","3"
"IIsmayilov1982","2","1","3"
"InerrantGoat","2","1","3"
"ioannectariepopescu","2","1","3"
"Iron_Steel07","1","2","3"
"ishaan64","2","1","3"
"iWonalready","1","2","3"
"jasielpkanish","1","2","3"
"jassal","2","1","3"
"Jeick_2022_13","1","2","3"
"JJE_10","1","2","3"
"Joao2506","1","2","3"
"Joguigulo","2","1","3"
"johann339","1","2","3"
"johnchess2","1","2","3"
"Jonny2007","1","2","3"
"jose12262007","1","2","3"
"josemartins79","2","1","3"
"july269","2","1","3"
"Juris_Leena_Basil","2","1","3"
"KananeloS","1","2","3"
"Kapi_Dhwaja","1","2","3"
"KaveeshaUvindu2009","1","2","3"
"kg624","1","2","3"
"KikuriHiroi","2","1","3"
"kili33","2","1","3"
"KingYzzy","2","1","3"
"kirl","1","2","3"
"KNIGHTBLADE_123","2","1","3"
"KomodoBOTA","2","1","3"
"KubixB","2","1","3"
"kwaksthunder","1","2","3"
"L-THIPE","2","1","3"
"l3m0ns","2","1","3"
"lanch120112","1","2","3"
"Lashkul2014","1","2","3"
"LeBest666","1","2","3"
"leogla","2","1","3"
"Lestiger","1","2","3"
"LiterateLeopard","2","1","3"
"LithvikMakkapati","2","1","3"
"LonelyCow","1","2","3"
"LuchiniFrank","1","2","3"
"LYangkaaSk8er","1","2","3"
"magplayer4003","2","1","3"
"mariap1412","2","1","3"
"Markuha4k","1","2","3"
"MateoBarrientosus","2","1","3"
"MBR_28","1","2","3"
"messi_is_goat","2","1","3"
"mgneph010","2","1","3"
"MiguelThomaz","2","1","3"
"MikhaelS","1","2","3"
"Miki020202","1","2","3"
"mlbj","2","1","3"
"Mohammd1388","1","2","3"
"Morozkov002","1","2","3"
"Munstang","1","2","3"
"MysteryMutant123","1","2","3"
"Nathanael_Wetterau","2","1","3"
"nawki","1","2","3"
"NicknesarAndu","2","1","3"
"Nicoboo2","1","2","3"
"Nikolakafa","2","1","3"
"Nirav1201","1","2","3"
"NKokoro","2","1","3"
"Nsacu","2","1","3"
"omkarthakur","2","1","3"
"OrcaX","1","2","3"
"papins","2","1","3"
"Parthiv10","2","1","3"
"PatchCord","2","1","3"
"pino_DZ","1","2","3"
"PITCHOUNE6","1","2","3"
"playchessandmusic","2","1","3"
"Pluviophile3006","1","2","3"
"Pool2003","2","1","3"
"porquerinoyeevah1","1","2","3"
"PPjgad","2","1","3"
"qwerty987r","1","2","3"
"r-m_2013","2","1","3"
"Radovan1982","1","2","3"
"Random-7","1","2","3"
"Reaz17","2","1","3"
"Red_Mashine","1","2","3"
"Relashio","2","1","3"
"Reza4345","2","1","3"
"robert-2554","2","1","3"
"Roquariumwabantwana","1","2","3"
"sadulla7636","2","1","3"
"Sai0001","2","1","3"
"Santiago52","2","1","3"
"saplaaaaa","2","1","3"
"Sarnest","1","2","3"
"sasai_kudosai","1","2","3"
"Saucedo22","1","2","3"
"SAUSLucasW","2","1","3"
"sayannag23","2","1","3"
"ScienceguruTTX1","2","1","3"
"SDBroplayer","1","2","3"
"Senne-HetPalet","1","2","3"
"shadarvu","2","1","3"
"Shivanand","1","2","3"
"Shoxsulton","1","2","3"
"sisilia23","2","1","3"
"snehamanoj","1","2","3"
"ST1V3N","2","1","3"
"Starcat004","2","1","3"
"Stephan2012Gevorgyan","1","2","3"
"StephenColeta","2","1","3"
"stokespower","1","2","3"
"Sts9_13","2","1","3"
"sub-zer0MK","2","1","3"
"SUDHANVASS","1","2","3"
"superlean22","2","1","3"
"Superman89","1","2","3"
"superstarnaivedya","2","1","3"
"suryaputraakarn","2","1","3"
"TALENTEDmASTER","1","2","3"
"Tarinip123","1","2","3"
"terfjayrew8","1","2","3"
"TGSN","1","2","3"
"The_warrior7","1","2","3"
"the12rd","2","1","3"
"thebix","2","1","3"
"thecheckmater77","1","2","3"
"TheoLego","2","1","3"
"Thevinthebest","2","1","3"
"thinugabalasuriya","1","2","3"
"Tigerthinksbad","1","2","3"
"Tischillard","2","1","3"
"tkibuliclub1010","1","2","3"
"toni09-s","2","1","3"
"tonkosebastijan2","1","2","3"
"tttggg","2","1","3"
"ugvoo","1","2","3"
"unicron007","2","1","3"
"USAH","2","1","3"
"user_jesse_pinkman","2","1","3"
"VelezMendoza","1","2","3"
"VirusesSky","1","2","3"
"vishnugt","2","1","3"
"VizcarraForever","1","2","3"
"Volleybot","2","1","3"
"Vurgun60","1","2","3"
"Whitebeard17","1","2","3"
"YaroslavTsypkin","1","2","3"
"Yasin-Khangaldi","1","2","3"
"Yelisey_Goncharov","2","1","3"
"yukuanzou","1","2","3"
"Zelenograd2","1","2","3"
"ZradaGdd","2","1","3"
"Zuhaily86","2","1","3"
"a1110samuel","1","1","2"
"aa2188","1","1","2"
"AbuBakrxKiNG12","1","1","2"
"AchessV64","1","1","2"
"adal15","1","1","2"
"adhvikr14","1","1","2"
"adit_tiwari","1","1","2"
"Aestrom2","1","1","2"
"Ahmed174848","1","1","2"
"ahook","1","1","2"
"Akhil2012","1","1","2"
"Akozta","1","1","2"
"Al_Faris","1","1","2"
"Alanstokes17","1","1","2"
"AldoJrAndChess","1","1","2"
"Ale6411","1","1","2"
"Alex_Altay","1","1","2"
"aLeX-DlfNetRe","1","1","2"
"AlexOscoVillanueva","1","1","2"
"AlexQ7","1","1","2"
"Alfon_Uzcudun","1","1","2"
"Allensang","1","1","2"
"Alvinz_thy","1","1","2"
"amayadvayofs","1","1","2"
"amir19842368","1","1","2"
"ananya_aradhya","1","1","2"
"angel06-09-1983","1","1","2"
"Ankapolka","1","1","2"
"ardasozcuer","1","1","2"
"Arina23102015","1","1","2"
"ARJ73","1","1","2"
"Arm_Oz","1","1","2"
"Artem_Yarov","1","1","2"
"Artxd","1","1","2"
"ASALAK8282","1","1","2"
"asdfghjklqwertzuiop","1","1","2"
"Ayush1972011","1","1","2"
"AzerHUEBER","1","1","2"
"Babaybay","1","1","2"
"BABIZIN","1","1","2"
"batuhanpro200005","1","1","2"
"BelFegor969","1","1","2"
"Bestrapgod","1","1","2"
"Bethzabe2013bethzabe","1","1","2"
"bhagath_757","1","1","2"
"BobbyPicer","1","1","2"
"brahmi_amine","1","1","2"
"BraileyB469","1","1","2"
"Cartoonsaboutcheetos","1","1","2"
"cer-11-2","1","1","2"
"Chance5","1","1","2"
"ChandlerBling","1","1","2"
"cheese_newbie14","1","1","2"
"chenukavishmitha","1","1","2"
"chenulajayasuriya","1","1","2"
"CHESS_DEFINED","1","1","2"
"Chess-Learner-1","1","1","2"
"Chifayi","1","1","2"
"Chingis92","1","1","2"
"christineN","1","1","2"
"Conquerorr39","1","1","2"
"DaBozo","1","1","2"
"Daffy-Duck","1","1","2"
"DANIELA2020","1","1","2"
"Daniela20california","1","1","2"
"DARK_AVENGER_IRAN","1","1","2"
"DCA_KEVIN2010","1","1","2"
"defpvpgaming1337","1","1","2"
"delta343","1","1","2"
"dewa_mancing","1","1","2"
"DilemOzkanFIDE","1","1","2"
"Dimitris_22","1","1","2"
"DopeNinja06","1","1","2"
"draconicfae","1","1","2"
"dragon12345p","1","1","2"
"dylanmweber","1","1","2"
"eeespen","1","1","2"
"Egor_6457","1","1","2"
"ejawwwww","1","1","2"
"Elbouhalinaoufal","1","1","2"
"Elgun123","1","1","2"
"Emrertl","1","1","2"
"ESava","1","1","2"
"Eylull10","1","1","2"
"fabioannies","1","1","2"
"Federco2001023141132","1","1","2"
"fero12345","1","1","2"
"FIRE_DRAGON_2013","1","1","2"
"flankside","1","1","2"
"Florensee","1","1","2"
"frabewit","1","1","2"
"Gabot2000","1","1","2"
"GabrielForechi","1","1","2"
"galevik","1","1","2"
"georgeworst","1","1","2"
"Ggaming4u","1","1","2"
"GGGOKHANSS","1","1","2"
"GRAMDMAMAISHOME","1","1","2"
"Grand_Zeno21","1","1","2"
"groovechesster","1","1","2"
"GTurdikulova1","1","1","2"
"Happychel","1","1","2"
"HASYLOS","1","1","2"
"Heliagr","1","1","2"
"hide89","1","1","2"
"hikakau_nakamura","1","1","2"
"huh_1","1","1","2"
"Huhnchen","1","1","2"
"I_am_Stupid_At_Chess","1","1","2"
"IAMGOOD213","1","1","2"
"iiiiiiiii7575","1","1","2"
"Ikromjon_0990","1","1","2"
"ilan217","1","1","2"
"IlyaK_v","1","1","2"
"InBer","1","1","2"
"isaias13_cardozo","1","1","2"
"IsogonalConjugate314","1","1","2"
"itsKZHy","1","1","2"
"Ivi-Kiwi","1","1","2"
"J_Noble","1","1","2"
"JakraSeeker","1","1","2"
"JasonRpar29","1","1","2"
"Javed360","1","1","2"
"Javier_VS","1","1","2"
"JG_2010","1","1","2"
"Joedickerson12","1","1","2"
"JohnnyThePianist","1","1","2"
"juancholandia","1","1","2"
"Juleschedal-bornu","1","1","2"
"julian_d","1","1","2"
"justmex","1","1","2"
"jvdshd-gydwg_12","1","1","2"
"K9_XD_K9","1","1","2"
"Kaarneeswar-kc","1","1","2"
"kair247","1","1","2"
"KalpanaVitaranA","1","1","2"
"kamiskan","1","1","2"
"KarpovConstrictor","1","1","2"
"KDRSpike","1","1","2"
"kelvinmwitiKENYA","1","1","2"
"KenSo3u","1","1","2"
"khaaaal","1","1","2"
"Khang2015THA","1","1","2"
"Kianbagheban","1","1","2"
"kidlima","1","1","2"
"kingmathan","1","1","2"
"Kirill1401","1","1","2"
"KJustyna","1","1","2"
"kr1k3t882","1","1","2"
"ktimash","1","1","2"
"kungrad_net","1","1","2"
"Lansee","1","1","2"
"Lapo_Roman","1","1","2"
"lazzaretti","1","1","2"
"LeafySnack","1","1","2"
"leoroe15","1","1","2"
"Lera_Kris","1","1","2"
"Lets_Go_Hawks","1","1","2"
"LetsExplore","1","1","2"
"liArtimovichess","1","1","2"
"LittleKittenSnack","1","1","2"
"LOBOVIHAAN","1","1","2"
"lometin","1","1","2"
"LouisBuckland","1","1","2"
"LPRM2012","1","1","2"
"Lucas_Dedo","1","1","2"
"Lucky_0911","1","1","2"
"Luechtoorn","1","1","2"
"LuisM69","1","1","2"
"LuRoe12","1","1","2"
"magnus_1978","1","1","2"
"mani_heidarpour","1","1","2"
"MarinoMP","1","1","2"
"Markisss","1","1","2"
"Marsel-23","1","1","2"
"MassimoGermano","1","1","2"
"matiascaprile","1","1","2"
"MgmP01","1","1","2"
"Mgonzalez2023","1","1","2"
"MichiB2002","1","1","2"
"MikhaillTall","1","1","2"
"Mirakel05","1","1","2"
"Misoswittsc","1","1","2"
"Mkmehta","1","1","2"
"MOHAMMADAMIN147","1","1","2"
"Moiseshperez","1","1","2"
"Moritz201678","1","1","2"
"mrazi198","1","1","2"
"mta2k4","1","1","2"
"mustafaaltas","1","1","2"
"nacerbo","1","1","2"
"NAIRIORUJKRIST","1","1","2"
"NataBelyaeva","1","1","2"
"Nathaniel1682","1","1","2"
"nathanielchiu","1","1","2"
"NBmacovi","1","1","2"
"Neil1012","1","1","2"
"NGUYENSYDAT2013LTT","1","1","2"
"nomistake-bjksatranc","1","1","2"
"O_Hto_I_O","1","1","2"
"Ojas_124150","1","1","2"
"olegpel1970","1","1","2"
"OPANSHU69","1","1","2"
"OrzoAndPenne","1","1","2"
"OsmiumGolem","1","1","2"
"Osnin","1","1","2"
"Pappypedro04","1","1","2"
"Pau_el_atracador","1","1","2"
"Pavliuk_Maksym","1","1","2"
"pepek995","1","1","2"
"PIPWNHS","1","1","2"
"pompacinusret","1","1","2"
"Pparvtest4","1","1","2"
"prashikkasbe","1","1","2"
"Primzom_11123","1","1","2"
"Purzelplaysches","1","1","2"
"Qiskskskwlqlslssskwk","1","1","2"
"qml","1","1","2"
"Quangcanbest","1","1","2"
"radhiiikka","1","1","2"
"Rana_001","1","1","2"
"RapidBlaze14","1","1","2"
"RebeccaHarris2","1","1","2"
"rene31","1","1","2"
"Ridu_106","1","1","2"
"RomanBodrov","1","1","2"
"RomanS150","1","1","2"
"RUSLAND-01","1","1","2"
"Rutherford88","1","1","2"
"Saanvi_Smc","1","1","2"
"sahil_10_bm","1","1","2"
"Saivi0404","1","1","2"
"Samruddhi2009","1","1","2"
"savrasova54","1","1","2"
"shantus","1","1","2"
"ShavaAB","1","1","2"
"SHIVTHEGOD_ANAND","1","1","2"
"ShouryaJais","1","1","2"
"SlicedBrain","1","1","2"
"soba5","1","1","2"
"Soundlord1","1","1","2"
"sreenu12","1","1","2"
"StarPJG","1","1","2"
"starwars2016","1","1","2"
"Stewie38","1","1","2"
"Sugat","1","1","2"
"SuparnoFake","1","1","2"
"supershuo","1","1","2"
"SVLgirl13","1","1","2"
"Swimmingduck","1","1","2"
"taxidriver2023","1","1","2"
"Teja02222","1","1","2"
"Temderr22yy","1","1","2"
"TGAinVaibhavGrand","1","1","2"
"TheVorseRaider","1","1","2"
"TheWCH","1","1","2"
"tiger_010101","1","1","2"
"TIMOSHA2013","1","1","2"
"Titus369","1","1","2"
"Tomas6tosanpedrochan","1","1","2"
"VAGGOSM","1","1","2"
"VladimirNik_2014","1","1","2"
"VladimirTar2014","1","1","2"
"VladislavCaxap","1","1","2"
"vociferous","1","1","2"
"Void_God","1","1","2"
"WakefulEast","1","1","2"
"Wefar2009","1","1","2"
"Wgmbella","1","1","2"
"White_Death_101","1","1","2"
"Wizard_king","1","1","2"
"xeniaraider","1","1","2"
"xtc15","1","1","2"
"xusankhoja","1","1","2"
"Xxliland","1","1","2"
"Yahia-Wael-Koptan","1","1","2"
"YellowBanana2021","1","1","2"
"Yonathan-elpro875","1","1","2"
"Yonushke","1","1","2"
"Zanamity1989","1","1","2"
"zhauhar2013","1","1","2"
"zikica96","1","1","2"
"Zu_Cho_Chi","1","1","2"
"Zwartevogel","1","1","2"
"zxcured123123","1","1","2"
